       actor_loss  value_loss  advantages
22894         0.2       125.2         0.6
22895         0.2       139.7         0.6
22896         0.1       122.5         0.2
22897         0.2       270.6         1.3
22898         0.2        12.1        -1.5
22899         0.2       150.0        -0.5
22900         0.2       469.7         4.4
22901         0.2        16.2        -2.4
22902         0.2       147.0        -1.8
22903         0.2        62.2        -1.5
22904         0.2       144.3        -1.1
22905         0.2       141.4        -1.0
22906         0.1       113.7        -1.0
22907         0.1        96.9        -0.4
22908         0.2        17.7        -2.2
22909         0.2        15.0        -1.8
22910         0.1        80.7        -0.3
22911         0.2        80.5        -0.7
22912         0.2        57.8         0.1
22913         0.2       248.2         1.9
22914         0.1        59.5        -0.3
22915         0.1        11.9        -0.7
22916         0.2       245.6         2.7
22917         0.2        13.0        -0.6
22918         0.1       115.3         0.9
22919         0.1        11.7        -0.4
22920         0.1       104.6         0.5
22921         0.2       160.7         1.1
22922         0.2       142.3         1.1
22923         0.2        20.1        -1.0
22924         0.2        11.3        -1.1
22925         0.1        96.6        -0.1
22926         0.2        85.8        -0.2
22927         0.2        16.8        -1.5
22928         0.2        72.9        -0.0
22929         0.3       304.4         4.2
22930         0.2        59.4         0.6
22931         0.2        14.4        -1.2
22932         0.4       400.9         5.4
22933         0.2       125.1         1.1
22934         0.1        79.5        -0.6
22935         0.3        13.4        -1.5
22936         0.2       136.6        -0.1
22937         0.2       321.7         3.2
22938         0.2       199.8         0.9
22939         0.2        20.1        -2.2
22940         0.1        16.5        -2.6
22941         0.2        69.2        -1.7
22942         0.2        17.7        -2.3
22943         0.2       226.6         1.8
22944         0.2        88.2        -3.5
22945         0.3        38.2        -4.1
22946         0.2        32.0        -3.3
22947         0.1       105.2        -2.2
22948         0.2       146.0        -0.9
22949         0.2       215.4         0.7
22950         0.3        20.5        -1.9
22951         0.2        14.7        -1.4
22952         0.3        19.7        -1.6
22953         0.2        68.1         0.4
22954         0.3        13.1        -0.4
22955         0.1        76.0         1.2
22956         0.3        11.7         0.3
22957         0.2       189.1         4.0
22958         1.1       100.5         2.1
22959         0.1        80.3         2.8
22960         0.2        74.1         2.3
22961         0.2       158.0         3.3
22962         0.2        97.0         1.5
22963         0.3         6.7         1.4
22964         0.2       152.7         2.6
22965         0.2       110.8         1.9
22966         0.2        15.1        -0.9
22967         0.3         8.5        -0.8
22968         0.1        72.1         0.4
22969         0.3        11.3        -1.1
22970         0.1        55.8        -0.1
22971         0.2        96.5         1.3
22972         0.1        78.7         0.0
22973         0.3         8.1        -1.3
22974         0.1        72.7        -0.3
22975         0.1        83.6         0.0
22976         0.2        55.1        -0.6
22977         0.3        10.3        -1.6
22978         0.2       207.4         1.2
22979         0.3         5.9        -0.9
22980         0.3         4.6        -0.9
22981         0.1        68.8        -0.4
22982         0.1       105.3         0.7
22983         0.1        73.3        -0.0
22984         0.2       141.0         0.0
22985         0.1        49.4        -0.6
22986         0.2       137.9         1.7
22987         0.1        48.3        -0.1
22988         0.3         4.4        -0.5
22989         0.3         8.0        -1.3
22990         0.1        68.7         0.5
22991         0.3         4.4        -0.5
22992         0.1        76.3         0.2
22993         0.1        63.0         0.3
22994         0.1        47.4        -0.3
22995         0.1        53.8         0.4
22996         0.2         7.1        -0.8
22997         0.3         2.8        -0.1
22998         0.3         6.6        -0.9
22999         0.2       118.0         1.5
23000         0.1       121.8         1.4
23001         0.1        80.7         0.9
23002         0.2         6.4        -0.4
23003         0.1       118.5         1.4
23004         0.2         3.5        -0.6
23005         0.1       135.1         1.3
23006         0.3         6.5        -0.8
23007         0.2         3.6        -0.5
23008         0.1        71.6         0.6
23009         0.1        60.3         0.5
23010         0.3         5.8        -1.0
23011         0.3         7.6        -1.0
23012         0.1        77.4         0.2
23013         0.1        45.8         0.2
23014         0.1        81.0         0.1
23015         0.3         5.6        -1.3
23016         0.1        80.9         0.3
23017         0.1        65.2         0.3
23018         0.1        44.6         0.7
23019         0.1        60.4        -0.1
23020         0.3         5.3        -1.0
23021         0.3         2.9        -0.8
23022         0.3         4.4        -0.4
23023         0.1       109.5         1.2
23024         0.3         3.6        -0.7
23025         0.1       106.8         1.2
23026         0.1        47.9        -0.2
23027         0.2         4.4        -0.7
23028         0.1        60.7         0.4
23029         0.3         4.0        -0.3
23030         0.1        43.0        -0.1
23031         0.3         1.9        -0.5
23032         0.1        44.7        -0.2
23033         0.2       154.9         2.2
23034         0.1       110.8         1.3
23035         0.1        98.7         1.2
23036         0.1       106.5         1.3
23037         0.1        53.6         0.4
23038         0.1        47.0        -0.3
23039         0.1        77.7        -0.0
23040         0.3         7.8        -1.6
23041         0.2        10.0        -2.1
23042         0.3         9.1        -2.1
23043         0.3        10.1        -1.7
23044         0.2        11.5        -1.3
23045         0.1         7.6        -0.3
23046         0.1        81.1         0.3
23047         0.2         7.3        -0.8
23048         0.1        85.3         0.1
23049         0.2         6.4        -0.8
23050         0.2         7.6        -0.5
23051         0.3         7.3        -0.9
23052         0.2         7.5        -0.6
23053         0.2         8.9        -0.9
23054         0.1         7.4         0.2
23055         0.1        83.4         0.4
23056         0.2         5.9         0.8
23057         0.3         3.5         0.5
23058         0.3         4.4        -0.0
23059         0.1        85.1         1.1
23060         0.2         6.3         0.3
23061         0.2         5.9         0.3
23062         0.3         3.4        -0.1
23063         0.3         6.8        -0.4
23064         0.3         5.4        -0.4
23065         0.2         5.1         0.3
23066         0.3         4.5        -0.4
